[ INFO ] [ main | 2025-08-15 00:33:14 ] Starting server on port 8080
[ DEBUG] [ main | 2025-08-15 00:55:59 ] java.nio.Buffer.address: available
[ DEBUG] [ main | 2025-08-15 00:55:59 ] direct buffer constructor: unavailable: java.nio.DirectByteBuffer.<init>(long,int)
[ DEBUG] [ main | 2025-08-15 00:55:59 ] java.nio.Bits.unaligned: available, true
[ DEBUG] [ main | 2025-08-15 00:55:59 ] jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable: class io.netty.util.internal.PlatformDependent0$6 cannot access class jdk.internal.misc.Unsafe (in module java.base) because module java.base does not export jdk.internal.misc to unnamed module @149494d8
[ DEBUG] [ main | 2025-08-15 00:55:59 ] java.nio.DirectByteBuffer.<init>(long, int): unavailable
[ DEBUG] [ main | 2025-08-15 00:55:59 ] sun.misc.Unsafe: available
[ DEBUG] [ main | 2025-08-15 00:55:59 ] maxDirectMemory: 8543797248 bytes (maybe)
[ DEBUG] [ main | 2025-08-15 00:55:59 ] -Dio.netty.tmpdir: C:\Users\admin\AppData\Local\Temp (java.io.tmpdir)
[ DEBUG] [ main | 2025-08-15 00:55:59 ] -Dio.netty.bitMode: 64 (sun.arch.data.model)
[ DEBUG] [ main | 2025-08-15 00:55:59 ] Platform: Windows
[ DEBUG] [ main | 2025-08-15 00:55:59 ] -Dio.netty.maxDirectMemory: -1 bytes
[ DEBUG] [ main | 2025-08-15 00:55:59 ] -Dio.netty.uninitializedArrayAllocationThreshold: -1
[ DEBUG] [ main | 2025-08-15 00:55:59 ] java.nio.ByteBuffer.cleaner(): available
[ DEBUG] [ main | 2025-08-15 00:55:59 ] -Dio.netty.noPreferDirect: false
[ DEBUG] [ main | 2025-08-15 00:55:59 ] org.jctools-core.MpscChunkedArrayQueue: available
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.processId: 40636 (auto-detected)
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Djava.net.preferIPv4Stack: false
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Djava.net.preferIPv6Addresses: false
[ DEBUG] [ main | 2025-08-15 00:56:00 ] Loopback interface: loopback_0 (Software Loopback Interface 1, 0:0:0:0:0:0:0:1)
[ DEBUG] [ main | 2025-08-15 00:56:00 ] Failed to get SOMAXCONN from sysctl and file \proc\sys\net\core\somaxconn. Default: 200
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.machineId: 00:00:00:00:00:00:00:e0 (auto-detected)
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.leakDetection.level: simple
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.leakDetection.targetRecords: 4
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.numHeapArenas: 24
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.numDirectArenas: 24
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.pageSize: 8192
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.maxOrder: 11
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.chunkSize: 16777216
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.smallCacheSize: 256
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.normalCacheSize: 64
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.maxCachedBufferCapacity: 32768
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.cacheTrimInterval: 8192
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.cacheTrimIntervalMillis: 0
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.useCacheForAllThreads: true
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.allocator.type: pooled
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.threadLocalDirectBufferSize: 0
[ DEBUG] [ main | 2025-08-15 00:56:00 ] -Dio.netty.maxThreadLocalCharBufferSize: 16384
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] -Dio.netty.recycler.maxCapacityPerThread: 4096
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] -Dio.netty.recycler.maxSharedCapacityFactor: 2
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] -Dio.netty.recycler.linkCapacity: 16
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] -Dio.netty.recycler.ratio: 8
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] -Dio.netty.recycler.delayedQueue.ratio: 8
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] -Dio.netty.buffer.checkAccessible: true
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] -Dio.netty.buffer.checkBounds: true
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@36437eb4
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Received packet with network id 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Received client details: 59 2e39cf8e-5f2c-4e13-afcf-79097148cd24 Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Added player: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Sent packet with network id 2, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Sent packet with network id 6, data length: 48
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Sent packet with network id 4, data length: 56
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Received packet with network id 80
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Received tank colors: 0, 0, 1080573952, 0, 1081073664, 0, 1077936128, 0, 1080041472
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:03 ] Set tank color to: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:06 ] Received packet with network id 82
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:06 ] Sent packet with network id 6, data length: 99
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Received packet with network id 5
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Sent packet with network id 6, data length: 40
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Sent packet with network id 6, data length: 58
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Sent packet with network id 6, data length: 41
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Sent packet with network id 8, data length: 314
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Sent packet with network id 9, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Sent packet with network id 43, data length: 171
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Sent packet with network id 6, data length: 36
[ INFO ] [ nioEventLoopGroup-3-1 | 2025-08-15 00:56:16 ] Neko110923 performed command: /play 1745816632554
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 00:57:36 ] Received packet with network id 29
[ WARN ] [ nioEventLoopGroup-3-1 | 2025-08-15 00:57:36 ] Unknown networkId: 29
[ INFO ] [ main | 2025-08-15 01:05:07 ] Starting server on port 8080
[ DEBUG] [ main | 2025-08-15 01:05:07 ] Using SLF4J as the default logging framework
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.eventLoopThreads: 24
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.noKeySetOptimization: false
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.selectorAutoRebuildThreshold: 512
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.noUnsafe: false
[ DEBUG] [ main | 2025-08-15 01:05:07 ] Java version: 21
[ DEBUG] [ main | 2025-08-15 01:05:07 ] sun.misc.Unsafe.theUnsafe: available
[ DEBUG] [ main | 2025-08-15 01:05:07 ] sun.misc.Unsafe.copyMemory: available
[ DEBUG] [ main | 2025-08-15 01:05:07 ] java.nio.Buffer.address: available
[ DEBUG] [ main | 2025-08-15 01:05:07 ] direct buffer constructor: unavailable: java.nio.DirectByteBuffer.<init>(long,int)
[ DEBUG] [ main | 2025-08-15 01:05:07 ] java.nio.Bits.unaligned: available, true
[ DEBUG] [ main | 2025-08-15 01:05:07 ] jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable: class io.netty.util.internal.PlatformDependent0$6 cannot access class jdk.internal.misc.Unsafe (in module java.base) because module java.base does not export jdk.internal.misc to unnamed module @710726a3
[ DEBUG] [ main | 2025-08-15 01:05:07 ] java.nio.DirectByteBuffer.<init>(long, int): unavailable
[ DEBUG] [ main | 2025-08-15 01:05:07 ] sun.misc.Unsafe: available
[ DEBUG] [ main | 2025-08-15 01:05:07 ] maxDirectMemory: 8543797248 bytes (maybe)
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.tmpdir: C:\Users\admin\AppData\Local\Temp (java.io.tmpdir)
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.bitMode: 64 (sun.arch.data.model)
[ DEBUG] [ main | 2025-08-15 01:05:07 ] Platform: Windows
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.maxDirectMemory: -1 bytes
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.uninitializedArrayAllocationThreshold: -1
[ DEBUG] [ main | 2025-08-15 01:05:07 ] java.nio.ByteBuffer.cleaner(): available
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.noPreferDirect: false
[ DEBUG] [ main | 2025-08-15 01:05:07 ] org.jctools-core.MpscChunkedArrayQueue: available
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.processId: 7048 (auto-detected)
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Djava.net.preferIPv4Stack: false
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Djava.net.preferIPv6Addresses: false
[ DEBUG] [ main | 2025-08-15 01:05:07 ] Loopback interface: loopback_0 (Software Loopback Interface 1, 0:0:0:0:0:0:0:1)
[ DEBUG] [ main | 2025-08-15 01:05:07 ] Failed to get SOMAXCONN from sysctl and file \proc\sys\net\core\somaxconn. Default: 200
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.machineId: 00:00:00:00:00:00:00:e0 (auto-detected)
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.leakDetection.level: simple
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.leakDetection.targetRecords: 4
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.numHeapArenas: 24
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.numDirectArenas: 24
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.pageSize: 8192
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.maxOrder: 11
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.chunkSize: 16777216
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.smallCacheSize: 256
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.normalCacheSize: 64
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.maxCachedBufferCapacity: 32768
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.cacheTrimInterval: 8192
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.cacheTrimIntervalMillis: 0
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.useCacheForAllThreads: true
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.allocator.type: pooled
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.threadLocalDirectBufferSize: 0
[ DEBUG] [ main | 2025-08-15 01:05:07 ] -Dio.netty.maxThreadLocalCharBufferSize: 16384
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] -Dio.netty.recycler.maxCapacityPerThread: 4096
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] -Dio.netty.recycler.maxSharedCapacityFactor: 2
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] -Dio.netty.recycler.linkCapacity: 16
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] -Dio.netty.recycler.ratio: 8
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] -Dio.netty.recycler.delayedQueue.ratio: 8
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] -Dio.netty.buffer.checkAccessible: true
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] -Dio.netty.buffer.checkBounds: true
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@5ab638f
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Received packet with network id 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Received client details: 59 2e39cf8e-5f2c-4e13-afcf-79097148cd24 Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Added player: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Sent packet with network id 2, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Sent packet with network id 6, data length: 48
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Sent packet with network id 4, data length: 56
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Received packet with network id 80
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Received tank colors: Color(0, 194, 255, 255), Color(32, 129, 160, 255), Color(16, 162, 207, 255)
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:09 ] Set tank color to: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:37 ] Received packet with network id 82
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:37 ] Sent packet with network id 6, data length: 99
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Received packet with network id 5
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Sent packet with network id 6, data length: 40
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Sent packet with network id 6, data length: 58
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Sent packet with network id 6, data length: 41
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Sent packet with network id 8, data length: 314
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Sent packet with network id 9, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Sent packet with network id 43, data length: 171
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Sent packet with network id 6, data length: 36
[ INFO ] [ nioEventLoopGroup-3-1 | 2025-08-15 01:05:45 ] Neko110923 performed command: /play 1745816632554
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:06:34 ] Received packet with network id 29
[ WARN ] [ nioEventLoopGroup-3-1 | 2025-08-15 01:06:34 ] Unknown networkId: 29
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Received packet with network id 0
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Received client details: 59 2e39cf8e-5f2c-4e13-afcf-79097148cd24 Neko110923
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Added player: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Sent packet with network id 2, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Sent packet with network id 6, data length: 48
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Sent packet with network id 4, data length: 56
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Received packet with network id 80
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Received tank colors: Color(255, 194, 255, 255), Color(160, 129, 160, 255), Color(207, 162, 207, 255)
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:52 ] Set tank color to: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:57 ] Received packet with network id 82
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:06:57 ] Sent packet with network id 6, data length: 99
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:07:05 ] Received packet with network id 5
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:07:05 ] Sent packet with network id 6, data length: 40
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:07:05 ] Sent packet with network id 6, data length: 41
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:07:05 ] Sent packet with network id 8, data length: 314
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:07:05 ] Sent packet with network id 9, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-2 | 2025-08-15 01:07:05 ] Sent packet with network id 6, data length: 51
[ INFO ] [ nioEventLoopGroup-3-2 | 2025-08-15 01:07:05 ] Neko110923 performed command: /play 1745816632554
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Received packet with network id 0
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Received client details: 59 2e39cf8e-5f2c-4e13-afcf-79097148cd24 Neko110923
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Added player: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Sent packet with network id 2, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Sent packet with network id 6, data length: 48
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Sent packet with network id 4, data length: 56
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Received packet with network id 80
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Received tank colors: Color(255, 194, 255, 255), Color(160, 129, 160, 255), Color(207, 162, 207, 255)
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:15 ] Set tank color to: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:20 ] Received packet with network id 82
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:20 ] Sent packet with network id 6, data length: 99
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Received packet with network id 5
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Sent packet with network id 6, data length: 40
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Sent packet with network id 6, data length: 58
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Sent packet with network id 6, data length: 41
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Sent packet with network id 8, data length: 674
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Sent packet with network id 9, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Sent packet with network id 43, data length: 171
[ DEBUG] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Sent packet with network id 6, data length: 36
[ INFO ] [ nioEventLoopGroup-3-3 | 2025-08-15 01:07:28 ] Neko110923 performed command: /play 1745817166141
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Received packet with network id 0
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Received client details: 59 2e39cf8e-5f2c-4e13-afcf-79097148cd24 Neko110923
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Added player: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Sent packet with network id 2, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Sent packet with network id 6, data length: 48
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Sent packet with network id 4, data length: 56
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Received packet with network id 80
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Received tank colors: Color(0, 194, 255, 255), Color(32, 129, 160, 255), Color(16, 162, 207, 255)
[ DEBUG] [ nioEventLoopGroup-3-4 | 2025-08-15 01:08:53 ] Set tank color to: Neko110923
[ INFO ] [ main | 2025-08-15 01:08:59 ] Starting server on port 8080
[ DEBUG] [ main | 2025-08-15 01:08:59 ] Using SLF4J as the default logging framework
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.eventLoopThreads: 24
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.noKeySetOptimization: false
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.selectorAutoRebuildThreshold: 512
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.noUnsafe: false
[ DEBUG] [ main | 2025-08-15 01:08:59 ] Java version: 21
[ DEBUG] [ main | 2025-08-15 01:08:59 ] sun.misc.Unsafe.theUnsafe: available
[ DEBUG] [ main | 2025-08-15 01:08:59 ] sun.misc.Unsafe.copyMemory: available
[ DEBUG] [ main | 2025-08-15 01:08:59 ] java.nio.Buffer.address: available
[ DEBUG] [ main | 2025-08-15 01:08:59 ] direct buffer constructor: unavailable: java.nio.DirectByteBuffer.<init>(long,int)
[ DEBUG] [ main | 2025-08-15 01:08:59 ] java.nio.Bits.unaligned: available, true
[ DEBUG] [ main | 2025-08-15 01:08:59 ] jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable: class io.netty.util.internal.PlatformDependent0$6 cannot access class jdk.internal.misc.Unsafe (in module java.base) because module java.base does not export jdk.internal.misc to unnamed module @4c762604
[ DEBUG] [ main | 2025-08-15 01:08:59 ] java.nio.DirectByteBuffer.<init>(long, int): unavailable
[ DEBUG] [ main | 2025-08-15 01:08:59 ] sun.misc.Unsafe: available
[ DEBUG] [ main | 2025-08-15 01:08:59 ] maxDirectMemory: 8543797248 bytes (maybe)
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.tmpdir: C:\Users\admin\AppData\Local\Temp (java.io.tmpdir)
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.bitMode: 64 (sun.arch.data.model)
[ DEBUG] [ main | 2025-08-15 01:08:59 ] Platform: Windows
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.maxDirectMemory: -1 bytes
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.uninitializedArrayAllocationThreshold: -1
[ DEBUG] [ main | 2025-08-15 01:08:59 ] java.nio.ByteBuffer.cleaner(): available
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.noPreferDirect: false
[ DEBUG] [ main | 2025-08-15 01:08:59 ] org.jctools-core.MpscChunkedArrayQueue: available
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.processId: 40452 (auto-detected)
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Djava.net.preferIPv4Stack: false
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Djava.net.preferIPv6Addresses: false
[ DEBUG] [ main | 2025-08-15 01:08:59 ] Loopback interface: loopback_0 (Software Loopback Interface 1, 0:0:0:0:0:0:0:1)
[ DEBUG] [ main | 2025-08-15 01:08:59 ] Failed to get SOMAXCONN from sysctl and file \proc\sys\net\core\somaxconn. Default: 200
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.machineId: 00:00:00:00:00:00:00:e0 (auto-detected)
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.leakDetection.level: simple
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.leakDetection.targetRecords: 4
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.numHeapArenas: 24
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.numDirectArenas: 24
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.pageSize: 8192
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.maxOrder: 11
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.chunkSize: 16777216
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.smallCacheSize: 256
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.normalCacheSize: 64
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.maxCachedBufferCapacity: 32768
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.cacheTrimInterval: 8192
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.cacheTrimIntervalMillis: 0
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.useCacheForAllThreads: true
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.allocator.type: pooled
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.threadLocalDirectBufferSize: 0
[ DEBUG] [ main | 2025-08-15 01:08:59 ] -Dio.netty.maxThreadLocalCharBufferSize: 16384
